"id","store_code","total_sale","transaction_date"
757,"CO023",20.87,2023-02-08
758,"CO023",1073.2,2023-03-26
759,"CO023",1194.09,2023-03-20
760,"CO023",1260.03,2023-03-17
761,"CO023",729.57,2023-02-01
762,"CO023",279.33,2023-03-02
763,"CO023",1032.93,2023-03-04
764,"CO023",1239.09,2023-03-29
765,"CO023",1074.29,2023-03-23
766,"CO023",1022.99,2023-02-26
767,"CO023",621.96,2023-03-15
768,"CO023",473.66,2023-03-15
769,"CO023",612.62,2023-02-19
770,"CO023",1492.03,2023-03-01
771,"CO023",951.61,2023-02-16
772,"CO023",275.33,2023-02-02
773,"CO023",1298.75,2023-03-24
774,"CO023",1374.35,2023-03-03
775,"CO023",21.06,2023-03-04
776,"CO023",296.71,2023-03-12
777,"CO023",599.35,2023-03-26
778,"CO023",278.37,2023-02-26
779,"CO023",341.44,2023-02-17
780,"CO023",44.26,2023-03-07
781,"CO023",928.8,2023-03-24
782,"CO023",1192.09,2023-02-14
783,"CO023",774.38,2023-03-29
784,"CO023",1386.22,2023-03-03
785,"CO023",1429.95,2023-03-04
786,"CO023",1108.75,2023-02-03
787,"CO023",136.45,2023-02-16
788,"CO023",706.8,2023-02-02
789,"CO023",205.41,2023-02-08
790,"CO023",1443.86,2023-02-11
791,"CO023",161.72,2023-02-21
792,"CO023",1120.16,2023-03-02
793,"CO023",194.37,2023-02-19
794,"CO023",866.06,2023-03-22
795,"CO023",309.31,2023-03-19
796,"CO023",1134.86,2023-03-07
797,"CO023",251.62,2023-03-13
798,"CO023",1370.9,2023-03-23
799,"CO023",1382.54,2023-03-30
800,"TX090",784.33,2023-03-12
801,"TX090",1307.97,2023-02-23
802,"TX090",1402.51,2023-02-13
803,"TX090",1354.31,2023-02-10
804,"TX090",64.96,2023-02-15
805,"TX090",658.42,2023-03-16
806,"TX090",14.75,2023-02-11
807,"TX090",914.58,2023-02-13
808,"TX090",507.76,2023-02-23
809,"TX090",966.58,2023-03-20
810,"TX090",1196.44,2023-02-18
811,"TX090",149.83,2023-03-18
812,"TX090",195.91,2023-02-15
813,"TX090",1478.96,2023-02-04
814,"TX090",619.26,2023-03-04
815,"TX090",473.81,2023-02-02
816,"TX090",253.61,2023-02-22
817,"TX090",1431.88,2023-02-12
818,"TX090",862.38,2023-02-27
819,"TX090",935.44,2023-03-30
820,"TX090",1360.83,2023-02-09
821,"TX090",944.78,2023-02-23
822,"TX090",1047.27,2023-03-17
823,"TX090",808.6,2023-02-20
824,"TX090",606.62,2023-03-05
825,"TX090",810.33,2023-02-09
826,"TX090",146.49,2023-03-14
827,"TX090",510.33,2023-03-24
828,"TX090",1141.61,2023-02-05
829,"TX090",550.62,2023-02-06
830,"TX090",170.28,2023-02-03
831,"TX090",510.35,2023-02-14
832,"TX090",1030.52,2023-03-17
833,"TX090",830.89,2023-02-14
834,"TX090",628.03,2023-02-11
835,"TX090",1261.93,2023-03-17
836,"TX090",1102.94,2023-02-26
837,"TX090",1418.23,2023-03-16
838,"TX090",827.21,2023-03-01
839,"TX090",29.2,2023-02-09
840,"TX090",1431.99,2023-02-13
841,"TX090",94.74,2023-02-10
842,"TX090",1470.39,2023-02-03
843,"TX090",641.49,2023-03-10
844,"TX090",111.78,2023-03-25
845,"TX090",725.36,2023-03-14
846,"TX090",997.75,2023-02-12
847,"TX090",277.57,2023-02-17
848,"TX090",676.92,2023-03-25
849,"TX090",784.98,2023-03-21
850,"TX090",1046.36,2023-02-16
851,"TX090",737.03,2023-03-22
852,"TX090",1348.84,2023-03-27
853,"TX090",1372.41,2023-03-17
854,"TX090",600.27,2023-02-01
855,"TX090",850.64,2023-02-20
856,"TX090",415.41,2023-03-29
857,"TX090",449.28,2023-03-20
858,"TX090",1176.89,2023-02-21
859,"TX090",584.44,2023-02-09
860,"TX090",744.22,2023-02-05
861,"TX090",1474.29,2023-02-04
862,"TX090",442.79,2023-02-01
863,"TX090",727.95,2023-02-18
864,"TX090",328.69,2023-03-05
865,"TX090",662.95,2023-03-04
866,"TX090",907.03,2023-03-02
867,"TX090",217.29,2023-02-26
868,"TX090",48.32,2023-02-20
869,"TX090",1176.17,2023-02-16
870,"TX090",1355.82,2023-03-05
871,"TX090",670.16,2023-02-10
872,"TX090",500.25,2023-03-28
873,"TX090",981.55,2023-02-21
874,"TX090",1068.12,2023-03-18
875,"TX090",195.1,2023-03-22
876,"TX090",331.21,2023-02-18
877,"TX090",60.21,2023-02-07
878,"TX090",754.7,2023-02-24
879,"TX090",338.41,2023-03-06
880,"TX090",39.17,2023-02-22
881,"TX090",726.3,2023-03-18
882,"TX090",203.39,2023-02-15
883,"TX090",1046.22,2023-02-01
884,"TX090",1387.58,2023-03-03
885,"TX090",630.55,2023-02-01
886,"TX090",1451.38,2023-03-09
887,"TX090",723.36,2023-02-05
888,"TX090",889.05,2023-02-13
889,"TX090",333.69,2023-02-07
890,"TX090",178.69,2023-03-06
891,"TX090",691.78,2023-02-12
892,"TX090",1300.64,2023-02-24
893,"TX090",181.79,2023-02-04
894,"TX090",1445.81,2023-03-03
895,"TX090",1387.25,2023-02-24
896,"TX090",274.32,2023-03-11
897,"TX090",1210.77,2023-02-20
898,"TX090",1437.31,2023-02-06
899,"TX090",1440.35,2023-03-02
900,"ID004",831.07,2023-02-26
901,"ID004",648.13,2023-02-01
902,"ID004",701.31,2023-02-21
903,"ID004",800.17,2023-03-19
904,"ID004",477.58,2023-03-12
905,"ID004",902.45,2023-02-12
906,"ID004",496.39,2023-03-15
907,"ID004",292.52,2023-03-22
908,"ID004",677.86,2023-03-16
909,"ID004",798.81,2023-02-10
910,"ID004",418.15,2023-02-05
911,"ID004",149.46,2023-03-29
912,"ID004",697.56,2023-02-10
913,"ID004",76.3,2023-03-30
914,"ID004",758.84,2023-02-18
915,"ID004",404.14,2023-02-25
916,"ID004",63.86,2023-03-02
917,"ID004",458.49,2023-03-19
918,"ID004",155.05,2023-03-23
919,"ID004",413.83,2023-03-16
920,"ID004",464.01,2023-03-22
921,"ID004",326.56,2023-03-01
922,"ID004",785.93,2023-02-14
923,"ID004",499.64,2023-03-03
924,"ID004",1479.33,2023-02-06
925,"ID004",307.18,2023-03-12
926,"ID004",704.87,2023-03-16
927,"ID004",1153.27,2023-03-18
928,"ID004",362.53,2023-03-15
929,"ID004",1286.46,2023-02-28
930,"ID004",380.77,2023-03-30
931,"ID004",957.77,2023-03-12
932,"ID004",277.95,2023-02-10
933,"ID004",1023.13,2023-03-05
934,"ID004",981.81,2023-02-24
935,"ID004",1430.3,2023-03-07
936,"ID004",579.17,2023-03-29
937,"ID004",162.88,2023-02-02
938,"ID004",1067.29,2023-02-13
939,"ID004",332.78,2023-03-27
940,"ID004",184.76,2023-03-26
941,"ID004",269.18,2023-03-11
942,"ID004",778.52,2023-03-18
943,"ID004",262.23,2023-02-22
944,"ID004",863.54,2023-03-24
945,"ID004",710.49,2023-03-24
946,"ID004",1010.94,2023-03-23
947,"ID004",616.23,2023-03-09
948,"ID004",1368.32,2023-02-24
949,"ID004",1486.17,2023-02-26
950,"ID004",1043.52,2023-03-04
951,"ID004",1023.01,2023-02-13
952,"ID004",681.55,2023-02-24
953,"ID004",1419.37,2023-03-23
954,"ID004",568.56,2023-03-29
955,"ID004",1125.92,2023-02-25
956,"ID004",988.52,2023-03-27
957,"ID004",1074.6,2023-03-27
958,"ID004",392.79,2023-02-14
959,"ID004",462.18,2023-03-06
960,"ID004",1372.58,2023-02-20
961,"ID004",782.27,2023-02-16
962,"ID004",1200.45,2023-03-15
963,"ID004",1163.72,2023-02-06
964,"ID004",48.13,2023-02-23
965,"ID004",845.99,2023-03-11
966,"ID004",446.4,2023-02-21
967,"ID004",311.8,2023-03-03
968,"ID004",1080.55,2023-03-07
969,"ID004",1085.69,2023-03-26
970,"ID004",1264.91,2023-03-21
971,"ID004",860.85,2023-02-01
972,"ID004",1312.04,2023-02-18
973,"ID004",1117.94,2023-02-28
974,"ID004",890.26,2023-03-26
975,"ID004",653.39,2023-02-04
976,"ID004",403.68,2023-03-15
977,"ID004",1018.9,2023-03-20
978,"ID004",265.67,2023-03-26
979,"ID004",1288.74,2023-03-16
980,"ID004",1133.31,2023-03-10
981,"ID004",1137.35,2023-02-11
982,"ID004",1359.17,2023-02-27
983,"ID004",641.26,2023-02-20
984,"ID004",763.24,2023-02-07
985,"ID004",764.49,2023-03-06
986,"ID004",1163.72,2023-02-06
987,"ID004",1070.65,2023-02-01
988,"ID004",97.87,2023-02-14
989,"ID004",106.39,2023-03-06
990,"ID004",1341.48,2023-02-19
991,"ID004",459.54,2023-02-14
992,"ID004",450.55,2023-02-12
993,"ID004",679.45,2023-03-07
994,"ID004",529.84,2023-03-16
995,"ID004",551.16,2023-03-05
996,"ID004",415.76,2023-02-24
997,"ID004",1173.57,2023-02-16
998,"ID004",1415.01,2023-03-05
999,"ID004",770.52,2023-02-21
1000,"ID004",921.1,2023-03-03
